id,nombre,slug,categoria_id,categoria,precio_total,precio_por_unidad,unidad_medida,iva,empaque,disponible,url
3497,"Arreglo para puchero vacuno, cerdo y pollo",arreglo-puchero-vacuno-cerdo-pollo-bandeja,3,Carne,6.5,7.22,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/3497/arreglo-puchero-vacuno-cerdo-pollo-bandeja
2692,Trozo de vacuno para cocido,trozo-vacuno-cocido-bandeja,3,Carne,15.1,4.53,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/2692/trozo-vacuno-cocido-bandeja
53011,Compango,compango-asturiano-paquete,3,Carne,10.4,2.6,kg,10.000,Paquete,True,https://tienda.mercadona.es/product/53011/compango-asturiano-paquete
58307,Hueso garrón,hueso-garron-incarlopsa-pieza,3,Carne,4.0,1.16,kg,10.000,Pieza,True,https://tienda.mercadona.es/product/58307/hueso-garron-incarlopsa-pieza
2689,Espinazo de cerdo,espinazo-cerdo-bandeja,3,Carne,7.0,2.1,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/2689/espinazo-cerdo-bandeja
2851,Manos de cerdo,manos-cerdo-bandeja,3,Carne,7.8,3.9,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/2851/manos-cerdo-bandeja
59154,Chorizo asturiano,chorizo-asturiano-paquete,3,Carne,11.2,2.8,kg,10.000,Paquete,True,https://tienda.mercadona.es/product/59154/chorizo-asturiano-paquete
1892,Hueso blanco de cerdo salado,hueso-blanco-cerdo-salado-bandeja,3,Carne,5.4,1.89,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/1892/hueso-blanco-cerdo-salado-bandeja
2690,Osobuco de cerdo,osobuco-cerdo-bandeja,3,Carne,8.2,1.97,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/2690/osobuco-cerdo-bandeja
2854,Gallina,cuarto-gallina-bandeja,3,Carne,5.8,3.94,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/2854/cuarto-gallina-bandeja
2635,Rabo de cerdo,rabo-cerdo-bandeja,3,Carne,8.0,2.0,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/2635/rabo-cerdo-bandeja
35805,Tocino de cerdo,tocino-cerdo-paquete,3,Carne,7.8,1.48,kg,10.000,Paquete,True,https://tienda.mercadona.es/product/35805/tocino-cerdo-paquete
86330,Hueso vacuno,hueso-vacuno-bandeja,3,Carne,6.2,3.41,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/86330/hueso-vacuno-bandeja
52782,Pelota para cocido de cerdo,pelota-cocido-cerdo-bandeja,3,Carne,7.25,2.03,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/52782/pelota-cocido-cerdo-bandeja
3556,Arreglo para arroz al horno,arreglo-arroz-horno-bandeja,3,Carne,7.9,6.0,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/3556/arreglo-arroz-horno-bandeja
88180,Arreglo para paella con pollo y conejo,arreglo-paella-con-pollo-conejo-bandeja,3,Carne,7.3,6.86,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/88180/arreglo-paella-con-pollo-conejo-bandeja
3499,Costilla de vacuno,costilla-vacuno-bandeja,3,Carne,15.3,3.83,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/3499/costilla-vacuno-bandeja
86385,Fruta + leche tropical Hacendado sin azúcares añadidos,fruta-leche-tropical-hacendado-sin-azucares-anadidos-brick,10,Zumos,0.95,0.95,l,21.000,Brick,True,https://tienda.mercadona.es/product/86385/fruta-leche-tropical-hacendado-sin-azucares-anadidos-brick
86386,Fruta + leche tropical Hacendado sin azúcares añadidos,fruta-leche-tropical-hacendado-sin-azucares-anadidos,10,Zumos,1.01,1.0,l,21.000,,True,https://tienda.mercadona.es/product/86386/fruta-leche-tropical-hacendado-sin-azucares-anadidos
86387,Fruta + leche tropical Hacendado sin azúcares añadidos,fruta-leche-tropical-hacendado-sin-azucares-anadidos,10,Zumos,1.0,1.2,l,21.000,,True,https://tienda.mercadona.es/product/86387/fruta-leche-tropical-hacendado-sin-azucares-anadidos
86388,Fruta + leche mediterráneo Hacendado sin azúcares añadidos,fruta-leche-mediterraneo-hacendado-sin-azucares-anadidos-brick,10,Zumos,0.95,0.95,l,21.000,Brick,True,https://tienda.mercadona.es/product/86388/fruta-leche-mediterraneo-hacendado-sin-azucares-anadidos-brick
86390,Fruta + leche mediterráneo Hacendado sin azúcares añadidos,fruta-leche-mediterraneo-hacendado-sin-azucares-anadidos,10,Zumos,1.01,1.0,l,21.000,,True,https://tienda.mercadona.es/product/86390/fruta-leche-mediterraneo-hacendado-sin-azucares-anadidos
86392,Fruta + leche mediterráneo Hacendado sin azúcares añadidos,fruta-leche-mediterraneo-hacendado-sin-azucares-anadidos,10,Zumos,1.0,1.2,l,21.000,,True,https://tienda.mercadona.es/product/86392/fruta-leche-mediterraneo-hacendado-sin-azucares-anadidos
10126,Fruta + leche tropical Bifrutas,fruta-leche-tropical-bifrutas-pascual-pack-6,10,Zumos,2.1,2.52,l,21.000,Pack-6,True,https://tienda.mercadona.es/product/10126/fruta-leche-tropical-bifrutas-pascual-pack-6
10362,Fruta + leche tropical Bifrutas,fruta-leche-tropical-bifrutas-pascual-pack-3,10,Zumos,2.55,2.52,l,21.000,Pack-3,True,https://tienda.mercadona.es/product/10362/fruta-leche-tropical-bifrutas-pascual-pack-3
10106,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,fruta-leche-caribe-don-simon-sin-azucares-anadidos-zero-materia-grasa-pack-6,10,Zumos,1.25,1.5,l,21.000,,True,https://tienda.mercadona.es/product/10106/fruta-leche-caribe-don-simon-sin-azucares-anadidos-zero-materia-grasa-pack-6
11925,Fruta + leche piña y coco Hacendado sin azúcares añadidos,fruta-leche-pina-coco-hacendado-sin-azucares-anadidos,10,Zumos,1.04,1.25,l,21.000,,True,https://tienda.mercadona.es/product/11925/fruta-leche-pina-coco-hacendado-sin-azucares-anadidos
52948,Fruta + leche caribe Hacendado sin azúcares añadidos,fruta-leche-caribe-hacendado-sin-azucares-anadidos-pack-6,10,Zumos,1.0,1.2,l,21.000,,True,https://tienda.mercadona.es/product/52948/fruta-leche-caribe-hacendado-sin-azucares-anadidos-pack-6
39987,Zumo maracuyá y chía Hacendado,zumo-fresh-maracuya-chia-hacendado-botella,10,Zumos,6.6,1.65,l,10.000,Botella,True,https://tienda.mercadona.es/product/39987/zumo-fresh-maracuya-chia-hacendado-botella
39109,Bebida Bahamas Hacendado,bebida-bahamas-hacendado-brick,10,Zumos,0.7,1.4,l,21.000,Brick,True,https://tienda.mercadona.es/product/39109/bebida-bahamas-hacendado-brick
39606,Bebida tropical Hacendado sin azúcares añadidos,bebida-tropical-hacendado-sin-azucares-anadidos-brick,10,Zumos,1.0,1.0,l,21.000,Brick,True,https://tienda.mercadona.es/product/39606/bebida-tropical-hacendado-sin-azucares-anadidos-brick
39650,"Bebida de zumo de naranja, mango y zanahoria La Verja sin azúcares añadidos",bebida-zumo-naranja-mango-zanahoria-verja-sin-azucares-anadidos-botella,10,Zumos,1.2,1.8,l,21.000,Botella,True,https://tienda.mercadona.es/product/39650/bebida-zumo-naranja-mango-zanahoria-verja-sin-azucares-anadidos-botella
39224,Bebida 5 frutas Hacendado sin azúcares añadidos,bebida-5-frutas-hacendado-sin-azucares-anadidos-pack-6,10,Zumos,1.46,1.75,l,21.000,Pack-6,True,https://tienda.mercadona.es/product/39224/bebida-5-frutas-hacendado-sin-azucares-anadidos-pack-6
39627,Bebida de arándanos y frutas rojas Hacendado sin azúcares añadidos,bebida-arandanos-frutas-rojas-hacendado-sin-azucares-anadidos-brick,10,Zumos,1.75,1.75,l,21.000,Brick,True,https://tienda.mercadona.es/product/39627/bebida-arandanos-frutas-rojas-hacendado-sin-azucares-anadidos-brick
39640,Bebida de frutas rojas antioxidante Hacendado sin azúcares añadidos,bebida-frutas-rojas-antioxidante-hacendado-sin-azucares-anadidos-brick,10,Zumos,1.95,1.95,l,21.000,Brick,True,https://tienda.mercadona.es/product/39640/bebida-frutas-rojas-antioxidante-hacendado-sin-azucares-anadidos-brick
39651,Bebida multivitaminas Hacendado sin azúcares añadidos,bebida-multivitaminas-hacendado-sin-azucares-anadidos-brick,10,Zumos,1.0,1.0,l,21.000,Brick,True,https://tienda.mercadona.es/product/39651/bebida-multivitaminas-hacendado-sin-azucares-anadidos-brick
39980,Smoothie fresa y plátano Hacendado,smoothie-fresa-platano-manzana-hacendado-botella,10,Zumos,6.6,1.65,l,10.000,Botella,True,https://tienda.mercadona.es/product/39980/smoothie-fresa-platano-manzana-hacendado-botella
70636,Smoothie mango y naranja Hacendado,smoothie-mango-naranja-hacendado-botella,10,Zumos,6.6,1.65,l,10.000,Botella,True,https://tienda.mercadona.es/product/70636/smoothie-mango-naranja-hacendado-botella
12909,Smoothie mango y coco Hacendado,smoothie-mango-coco-hacendado-botella,10,Zumos,6.6,1.65,l,10.000,Botella,True,https://tienda.mercadona.es/product/12909/smoothie-mango-coco-hacendado-botella
21396,"Shot jengibre, manzana y limón Hacendado",shot-jengibre-manzana-limon-hacendado-botella,10,Zumos,16.0,2.0,l,10.000,Botella,True,https://tienda.mercadona.es/product/21396/shot-jengibre-manzana-limon-hacendado-botella
21329,Bífidus desnatado probióticos con nueces y cereales Hacendado 0% MG,bifidus-desnatado-con-nueces-cereales-hacendado-0-mg-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21329/bifidus-desnatado-con-nueces-cereales-hacendado-0-mg-pack-4
21318,Bífidus desnatado probióticos con kiwi Hacendado 0% MG 0% azúcares añadidos,bifidus-desnatado-probiotico-con-kiwi-hacendado-0-mg-0-sin-azucares-anadidos-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21318/bifidus-desnatado-probiotico-con-kiwi-hacendado-0-mg-0-sin-azucares-anadidos-pack-4
21330,Bífidus desnatado probióticos con frutos silvestres Hacendado 0% MG 0% azúcares añadidos,bifidus-desnatado-probiotico-con-frutos-silvestres-hacendado-0-mg-0-sin-azucares-anadidos-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21330/bifidus-desnatado-probiotico-con-frutos-silvestres-hacendado-0-mg-0-sin-azucares-anadidos-pack-4
21327,Bífidus probióticos con cereales y fibras Hacendado,bifidus-probiotico-con-cereales-fibras-hacendado-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21327/bifidus-probiotico-con-cereales-fibras-hacendado-pack-4
21332,Bífidus desnatado probióticos con piña Hacendado 0% MG 0% azúcares añadidos,bifidus-desnatado-probiotico-con-pina-hacendado-0-mg-0-sin-azucares-anadidos-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21332/bifidus-desnatado-probiotico-con-pina-hacendado-0-mg-0-sin-azucares-anadidos-pack-4
21331,Bífidus desnatado probióticos con pera Hacendado 0% MG 0% azúcares añadidos,bifidus-desnatado-probiotico-con-pera-hacendado-0-mg-0-azucares-anadidos-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21331/bifidus-desnatado-probiotico-con-pera-hacendado-0-mg-0-azucares-anadidos-pack-4
21311,Bífidus probióticos con mango Hacendado,bifidus-probiotico-con-mango-hacendado-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21311/bifidus-probiotico-con-mango-hacendado-pack-4
21312,Bífidus probióticos con ciruelas pasas Hacendado,bifidus-probiotico-con-ciruelas-pasas-hacendado,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/21312/bifidus-probiotico-con-ciruelas-pasas-hacendado
20953,Bífidus cremoso probióticos de lima limón Hacendado 0% MG 0% azúcares añadidos,bifidus-cremoso-probioticos-lima-limon-hacendado-0-mg-0-azucares-anadidos,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/20953/bifidus-cremoso-probioticos-lima-limon-hacendado-0-mg-0-azucares-anadidos
67977,Bífidus cremoso probiótico con coco Hacendado,bifidus-cremoso-probiotico-con-coco-hacendado-pack-4,11,Postres y yogures,2.6,1.3,kg,4.000,,True,https://tienda.mercadona.es/product/67977/bifidus-cremoso-probiotico-con-coco-hacendado-pack-4
21193,Bífidus desnatado probióticos natural Hacendado 0% MG 0% azúcares añadidos,bifidus-desnatado-natural-hacendado-0-mg-0-sin-azucares-anadidos-pack-6,11,Postres y yogures,1.53,1.15,kg,4.000,,True,https://tienda.mercadona.es/product/21193/bifidus-desnatado-natural-hacendado-0-mg-0-sin-azucares-anadidos-pack-6
21377,Bífidus cremoso desnatado probióticos natural edulcorado Hacendado 0% MG 0% azúcares añadidos,bifidus-cremoso-desnatado-natural-edulcorado-hacendado-0-mg-0-sin-azucares-anadidos-pack-6,11,Postres y yogures,1.87,1.4,kg,4.000,,True,https://tienda.mercadona.es/product/21377/bifidus-cremoso-desnatado-natural-edulcorado-hacendado-0-mg-0-sin-azucares-anadidos-pack-6
23476,Bífidus desnatado probióticos natural edulcorado Activia 0% MG 0% azúcares añadidos,bifidus-desnatado-natural-edulcorado-activia-zero-mg-danone-pack-8,11,Postres y yogures,3.44,3.3,kg,4.000,,True,https://tienda.mercadona.es/product/23476/bifidus-desnatado-natural-edulcorado-activia-zero-mg-danone-pack-8
21307,Bífidus probióticos natural Hacendado,bifidus-natural-hacendado-pack-6,11,Postres y yogures,1.6,1.2,kg,4.000,,True,https://tienda.mercadona.es/product/21307/bifidus-natural-hacendado-pack-6
23477,Bífidus desnatado probióticos natural Activia 0% MG  0% azúcares añadidos,bifidus-desnatado-natural-activia-zero-mg-danone-pack-8,11,Postres y yogures,3.44,3.3,kg,4.000,,True,https://tienda.mercadona.es/product/23477/bifidus-desnatado-natural-activia-zero-mg-danone-pack-8
20859,Bífidus natural probióticos azucarado Hacendado con cereales y fresas deshidratadas,bifidus-natural-probiotico-azucarado-hacendado-con-cereales-fresas-deshidratadas-tarrina,11,Postres y yogures,6.76,1.15,kg,4.000,Tarrina,True,https://tienda.mercadona.es/product/20859/bifidus-natural-probiotico-azucarado-hacendado-con-cereales-fresas-deshidratadas-tarrina
21336,"Bífidus natural probióticos Hacendado con coco, almendras y chocolate",bifidus-natural-probiotico-hacendado-con-coco-almendras-chocolate-tarrina,11,Postres y yogures,6.67,1.2,kg,4.000,Tarrina,True,https://tienda.mercadona.es/product/21336/bifidus-natural-probiotico-hacendado-con-coco-almendras-chocolate-tarrina
60091,Tortilla de patata con calabacín Listo para Comer,tortilla-patata-con-calabacin-listo-comer,16,Pizzas y platos preparados,6.54,8.5,kg,10.000,,True,https://tienda.mercadona.es/product/60091/tortilla-patata-con-calabacin-listo-comer
60128,Media tortilla de patata con calabacín Listo para Comer,media-tortilla-patata-con-calabacin-listo-comer,16,Pizzas y platos preparados,7.31,4.75,kg,10.000,,True,https://tienda.mercadona.es/product/60128/media-tortilla-patata-con-calabacin-listo-comer
60095,Pincho tortilla de patata con calabacín Listo para Comer,pincho-tortilla-patata-con-calabacin-listo-comer,16,Pizzas y platos preparados,9.72,2.1,kg,10.000,,True,https://tienda.mercadona.es/product/60095/pincho-tortilla-patata-con-calabacin-listo-comer
60089,Tortilla de patata con cebolla Listo para Comer,tortilla-patata-con-cebolla-listo-comer,16,Pizzas y platos preparados,6.54,8.5,kg,10.000,,True,https://tienda.mercadona.es/product/60089/tortilla-patata-con-cebolla-listo-comer
60127,Media tortilla de patata con cebolla Listo para Comer,media-tortilla-patata-con-cebolla-listo-comer,16,Pizzas y platos preparados,7.31,4.75,kg,10.000,,True,https://tienda.mercadona.es/product/60127/media-tortilla-patata-con-cebolla-listo-comer
60093,Pincho tortilla de patata con cebolla Listo para Comer,pincho-tortilla-patata-con-cebolla-listo-comer,16,Pizzas y platos preparados,9.72,2.1,kg,10.000,,True,https://tienda.mercadona.es/product/60093/pincho-tortilla-patata-con-cebolla-listo-comer
13236,Pollo teriyaki,pollo-teriyaki-contiene-arroz-jazmin-pollo-salsa-teriyaki-puerro-sesamo-bol,16,Pizzas y platos preparados,5.0,5.0,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13236/pollo-teriyaki-contiene-arroz-jazmin-pollo-salsa-teriyaki-puerro-sesamo-bol
13235,Noodles Yakisoba con carne y verduras,noodles-yakisoba-con-carne-verduras-contiene-noodles-carne-cerdo-verduras-salsa-yakisoba-mayonesa-bol,16,Pizzas y platos preparados,4.5,4.5,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13235/noodles-yakisoba-con-carne-verduras-contiene-noodles-carne-cerdo-verduras-salsa-yakisoba-mayonesa-bol
13243,Salmón con verduras Listo para Comer,salmon-con-verduras-listo-comer-compuesto-salmon-marinado-salsa-romescu-arroz-verduras-asadas-calabacin-patata-pimiento-rojo-boniato-bol,16,Pizzas y platos preparados,5.75,5.75,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13243/salmon-con-verduras-listo-comer-compuesto-salmon-marinado-salsa-romescu-arroz-verduras-asadas-calabacin-patata-pimiento-rojo-boniato-bol
60226,Ensaladilla rusa mediana Listo para Comer,ensaladilla-rusa-mediana-listo-comer-bandeja,16,Pizzas y platos preparados,6.5,6.5,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/60226/ensaladilla-rusa-mediana-listo-comer-bandeja
60212,Ensaladilla rusa pequeña Listo para Comer,ensaladilla-rusa-pequena-listo-comer-bandeja,16,Pizzas y platos preparados,3.5,3.5,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/60212/ensaladilla-rusa-pequena-listo-comer-bandeja
13241,Ensalada de pasta Listo para Comer,ensalada-pasta-listo-comer-compuesta-atun-huevo-cocido-surimi-mix-queso-cebolla-con-monodosis-bol,1,Fruta y verdura,4.0,4.0,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13241/ensalada-pasta-listo-comer-compuesta-atun-huevo-cocido-surimi-mix-queso-cebolla-con-monodosis-bol
13237,Poke salmón,poke-salmon-contine-arroz-cocido-salmon-mango-pepino-ensalada-wakame-cebolla-encurtida-mezcla-semillas-salsa-soja-bol,16,Pizzas y platos preparados,5.5,5.5,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13237/poke-salmon-contine-arroz-cocido-salmon-mango-pepino-ensalada-wakame-cebolla-encurtida-mezcla-semillas-salsa-soja-bol
13232,Surtido sushi Bento grande,surtido-sushi-bento-grande-contiene-4-uramakis-4-makis-4-nigiris-2-futomakis-salsa-soja-salsa-ponzu-salsa-wasabi-bandeja,16,Pizzas y platos preparados,10.75,10.75,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/13232/surtido-sushi-bento-grande-contiene-4-uramakis-4-makis-4-nigiris-2-futomakis-salsa-soja-salsa-ponzu-salsa-wasabi-bandeja
13233,Surtido sushi Bento pequeño,surtido-sushi-bento-pequeno-contiene-2-nigiris-4-makis-2-uramakis-salsa-soja-salsa-wasabi-bandeja,16,Pizzas y platos preparados,6.75,6.75,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/13233/surtido-sushi-bento-pequeno-contiene-2-nigiris-4-makis-2-uramakis-salsa-soja-salsa-wasabi-bandeja
13234,Surtido sushi Bento mix,surtido-sushi-bento-mix-contiene-ensalada-alga-wakame-2-nigiris-salmon-3-makis-salmon-1-wrap-salmon-cortado-salsa-ponzu-bandeja,16,Pizzas y platos preparados,8.75,8.75,kg,10.000,Bandeja,True,https://tienda.mercadona.es/product/13234/surtido-sushi-bento-mix-contiene-ensalada-alga-wakame-2-nigiris-salmon-3-makis-salmon-1-wrap-salmon-cortado-salsa-ponzu-bandeja
13242,Ensalada de marisco Listo para Comer,ensalada-marisco-listo-comer-compuesta-pasta-poton-gambon-langostino-aceituna-negra-zanahoria-cebolla-roja-encurtidas-con-monodosis-bol,16,Pizzas y platos preparados,5.5,5.5,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13242/ensalada-marisco-listo-comer-compuesta-pasta-poton-gambon-langostino-aceituna-negra-zanahoria-cebolla-roja-encurtidas-con-monodosis-bol
13250,Ensaladilla de marisco Listo para Comer,ensaladilla-marisco-listo-comer-compuesta-mayonesa-boca-mar-langostino-merluza-huevo-hilado-bol,16,Pizzas y platos preparados,4.0,4.0,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13250/ensaladilla-marisco-listo-comer-compuesta-mayonesa-boca-mar-langostino-merluza-huevo-hilado-bol
13240,"Ensalada de pollo, queso y frutos secos Listo para Comer",ensalada-pollo-queso-frutos-secos-listo-comer-compuesta-pollo-asado-tomate-cherry-queso-fresco-brotes-espinaca-lechuga-verde-lechuga-roja-mezcla-frutos-secos-fruta-desecada-con-monodosis-bol,1,Fruta y verdura,4.0,4.0,kg,10.000,Bol,True,https://tienda.mercadona.es/product/13240/ensalada-pollo-queso-frutos-secos-listo-comer-compuesta-pollo-asado-tomate-cherry-queso-fresco-brotes-espinaca-lechuga-verde-lechuga-roja-mezcla-frutos-secos-fruta-desecada-con-monodosis-bol
13251,Brioche Listo para Comer,brioche-listo-comer-con-jamon-cocido-lechuga-romana-huevo-cocido-mayonesa,16,Pizzas y platos preparados,3.0,3.0,kg,10.000,,True,https://tienda.mercadona.es/product/13251/brioche-listo-comer-con-jamon-cocido-lechuga-romana-huevo-cocido-mayonesa
68130,Lechuga Iceberg,lechuga-iceberg-pieza,1,Fruta y verdura,1.05,1.05,ud,4.000,Pieza,True,https://tienda.mercadona.es/product/68130/lechuga-iceberg-pieza
69706,Ensalada mezcla 4 estaciones lavada,ensalada-mezcla-4-estaciones-compuesta-lechuga-iceberg-zanahoria-col-lombarda-paquete,1,Fruta y verdura,3.4,0.85,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69706/ensalada-mezcla-4-estaciones-compuesta-lechuga-iceberg-zanahoria-col-lombarda-paquete
69121,Lechugas corazón romana,lechugas-corazon-romana-paquete,1,Fruta y verdura,0.88,1.75,ud,4.000,,True,https://tienda.mercadona.es/product/69121/lechugas-corazon-romana-paquete
69757,Ensalada mezcla brotes tiernos lavada,ensalada-mezcla-brotes-tiernos-compuesta-brotes-batavia-roja-verde-lollo-rojo-rucula-espinaca-baby-paquete,1,Fruta y verdura,12.0,1.2,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69757/ensalada-mezcla-brotes-tiernos-compuesta-brotes-batavia-roja-verde-lollo-rojo-rucula-espinaca-baby-paquete
69719,Canónigos lavados,canonigos-paquete,1,Fruta y verdura,9.6,1.2,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69719/canonigos-paquete
69670,Lechuga iceberg cortada y lavada,lechuga-iceberg-paquete,1,Fruta y verdura,3.8,0.95,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69670/lechuga-iceberg-paquete
69744,Ensalada mezcla gourmet lavada,ensalada-mezcla-gourmet-compuesta-escarola-rizada-radicchio-canonigos-paquete,1,Fruta y verdura,6.29,1.1,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69744/ensalada-mezcla-gourmet-compuesta-escarola-rizada-radicchio-canonigos-paquete
69581,Cogollos de lechuga,cogollos-lechuga-paquete,1,Fruta y verdura,0.35,1.05,ud,4.000,,True,https://tienda.mercadona.es/product/69581/cogollos-lechuga-paquete
69122,Lechuga corazón romana,lechuga-corazon-romana-paquete,1,Fruta y verdura,1.1,1.1,ud,4.000,Paquete,True,https://tienda.mercadona.es/product/69122/lechuga-corazon-romana-paquete
69591,Endibias,endibias-bandeja,1,Fruta y verdura,4.22,1.9,kg,4.000,,True,https://tienda.mercadona.es/product/69591/endibias-bandeja
69810,Ensalada mezcla brotes tiernos maxi lavada,ensalada-mezcla-brotes-tiernos-maxi-compuesto-batavia-roja-verde-lollo-rojo-espinacas-rucula-paquete,1,Fruta y verdura,9.43,1.65,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69810/ensalada-mezcla-brotes-tiernos-maxi-compuesto-batavia-roja-verde-lollo-rojo-espinacas-rucula-paquete
69741,Ensalada mezcla gourmet maxi lavada,ensalada-mezcla-gourmet-maxi-compuesta-escarola-rizada-canonigos-achicoria-paquete,1,Fruta y verdura,5.83,1.75,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69741/ensalada-mezcla-gourmet-maxi-compuesta-escarola-rizada-canonigos-achicoria-paquete
69840,Ensalada mezcla tierna lavada,ensalada-mezcla-tierna-compuesta-lechuga-hoja-roble-verde-brotes-lechuga-batavia-roja-lechuga-trocadero-paquete,1,Fruta y verdura,9.33,1.4,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69840/ensalada-mezcla-tierna-compuesta-lechuga-hoja-roble-verde-brotes-lechuga-batavia-roja-lechuga-trocadero-paquete
69753,Rúcula lavada,rucula-paquete,1,Fruta y verdura,17.0,0.85,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69753/rucula-paquete
69582,Cogollos corazón de lechuga,cogollos-corazon-lechuga-paquete,1,Fruta y verdura,0.33,2.0,ud,4.000,,True,https://tienda.mercadona.es/product/69582/cogollos-corazon-lechuga-paquete
69697,Ensalada mezcla dúo canónigos y rúcula lavada,ensalada-mezcla-duo-canonigos-rucula-paquete,1,Fruta y verdura,14.5,1.45,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69697/ensalada-mezcla-duo-canonigos-rucula-paquete
69114,Lechuga hoja roble,lechuga-hoja-roble-paquete,1,Fruta y verdura,1.6,1.6,ud,4.000,Paquete,True,https://tienda.mercadona.es/product/69114/lechuga-hoja-roble-paquete
69720,Escarola rizada cortada y lavada,escarola-rizada-paquete,1,Fruta y verdura,8.33,1.25,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69720/escarola-rizada-paquete
69984,Espinacas baby lavadas,espinaca-baby-paquete,1,Fruta y verdura,11.5,1.15,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69984/espinaca-baby-paquete
69435,Lechuga romana cortada y lavada,lechuga-romana-cortada-paquete,1,Fruta y verdura,5.75,1.15,kg,4.000,Paquete,True,https://tienda.mercadona.es/product/69435/lechuga-romana-cortada-paquete
69849,Ensalada César,ensalada-cesar-compuesta-hortalizas-frescas-pollo-queso-picatostes-salsas-incluye-tenedor-bol,1,Fruta y verdura,12.38,2.6,kg,10.000,Bol,True,https://tienda.mercadona.es/product/69849/ensalada-cesar-compuesta-hortalizas-frescas-pollo-queso-picatostes-salsas-incluye-tenedor-bol
69714,Ensalada California,ensalada-california-compuesta-mezcla-hortalizas-frescas-nueces-picatostes-bacon-cebolla-frita-uvas-pasas-salsa-miel-mostaza-incluye-tenedor-bol,1,Fruta y verdura,13.54,2.6,kg,10.000,Bol,True,https://tienda.mercadona.es/product/69714/ensalada-california-compuesta-mezcla-hortalizas-frescas-nueces-picatostes-bacon-cebolla-frita-uvas-pasas-salsa-miel-mostaza-incluye-tenedor-bol
69850,Wraps Texas,wraps-texas-compuesto-hortalizas-frescas-pollo-queso-salsa-tortillas-trigo-incluye-tenedor-bol,1,Fruta y verdura,10.33,3.1,kg,10.000,Bol,True,https://tienda.mercadona.es/product/69850/wraps-texas-compuesto-hortalizas-frescas-pollo-queso-salsa-tortillas-trigo-incluye-tenedor-bol
69756,Ensalada de la casa,ensalada-casa-compuesta-escarola-lisa-achicoria-escarola-rizada-maiz-dulce-tomate-cherry-zanahoria-aceitunas-verdes-bol,1,Fruta y verdura,5.38,2.15,kg,4.000,Bol,True,https://tienda.mercadona.es/product/69756/ensalada-casa-compuesta-escarola-lisa-achicoria-escarola-rizada-maiz-dulce-tomate-cherry-zanahoria-aceitunas-verdes-bol
